rebalance_date,ticker,sector,pred,weight
2026-07-24,TKR,Industrials,0.0093018997507463,0.00293
2026-07-24,BFH,Financial Services,0.0074001992938125,0.00316
2026-07-24,SCCO,Basic Materials,0.0068139971932747,0.00203
2026-07-24,BVN,Basic Materials,0.0067900331049247,0.00194
2026-07-24,MNST,Consumer Defensive,0.0039945378787471,0.00344
2026-07-24,CASY,Consumer Cyclical,0.0074251560680359,0.00218
2026-07-24,BLBD,Consumer Cyclical,0.0074013662816737,0.0026
2026-07-24,ASTH,Healthcare,0.0156257783693324,0.00268
2026-07-24,STLD,Basic Materials,0.0065444641487425,0.00309
2026-07-24,CAMT,Technology,0.0177783065419598,0.00129
2026-07-24,COKE,Consumer Defensive,0.0037528554358288,0.00239
2026-07-24,BTSG,Healthcare,0.0155165064023342,0.00305
2026-07-24,AIR,Industrials,0.0086314766977336,0.00241
2026-07-24,TXN,Technology,0.0174500563324803,0.00228
2026-07-24,CMPR,Communication Services,0.0107906893219385,0.00228
2026-07-24,CGON,Healthcare,0.0152016375144214,0.00231
2026-07-24,BW,Industrials,0.0084735356362899,0.00108
2026-07-24,CLS,Technology,0.0172588315688719,0.00138
2026-07-24,ESTA,Healthcare,0.015062157783457,0.00243
2026-07-24,WLY,Consumer Cyclical,0.0067226325685815,0.00351
2026-07-24,XENE,Healthcare,0.0149920502117294,0.00321
2026-07-24,DXPE,Industrials,0.0082296083141807,0.00207
2026-07-24,VLO,Energy,0.0133641416952073,0.00296
2026-07-24,OPLN,Consumer Cyclical,0.006483140871319,0.0028
2026-07-24,CSTM,Basic Materials,0.0057176325447053,0.00243
2026-07-24,UP,Industrials,0.0081255108183713,0.0008
2026-07-24,HTLD,Industrials,0.008105181221985,0.00265
2026-07-24,TSHA,Healthcare,0.0147287009173106,0.00167
2026-07-24,TD,Financial Services,0.0062251349259821,0.00617
2026-07-24,CORZ,Technology,0.0168721038911712,0.00162
2026-07-24,PWR,Industrials,0.0079976798444289,0.0022
2026-07-24,DINO,Energy,0.0129542910874196,0.00298
2026-07-24,BWLP,Industrials,0.0077787371266536,0.00272
2026-07-24,ENTG,Technology,0.0165782810987053,0.0014
2026-07-24,HBM,Basic Materials,0.0053009417136564,0.00152
2026-07-24,PTEN,Energy,0.0128457514553167,0.00227
2026-07-24,MSGE,Consumer Cyclical,0.005970042095758,0.00469
2026-07-24,CROX,Consumer Cyclical,0.0059261472088393,0.00287
2026-07-24,VLY,Financial Services,0.0057282706853418,0.00508
2026-07-24,MLKN,Consumer Cyclical,0.0058312520916984,0.00221
2026-07-24,HNGE,Healthcare,0.0141367801339899,0.00232
2026-07-24,ALKS,Healthcare,0.0140569011046206,0.00289
2026-07-24,NUE,Basic Materials,0.004920933879226,0.00352
2026-07-24,SPB,Consumer Defensive,0.0021926111811682,0.00311
2026-07-24,BMO,Financial Services,0.0054611796005926,0.00643
2026-07-24,PRCT,Healthcare,0.01389357721472,0.00163
2026-07-24,KNX,Industrials,0.007077623243436,0.00255
2026-07-24,WT,Financial Services,0.0052240750320454,0.00276
2026-07-24,NPO,Industrials,0.0070233466688722,0.00279
2026-07-24,PRAX,Healthcare,0.0136355467902428,0.00159
2026-07-24,JBHT,Industrials,0.0069674975989712,0.00331
2026-07-24,PRLB,Industrials,0.0069461496925152,0.00326
2026-07-24,BAP,Financial Services,0.0050972678991921,0.00291
2026-07-24,TFII,Industrials,0.0068759301698261,0.00312
2026-07-24,SXI,Industrials,0.0068582400507544,0.0024
2026-07-24,ADM,Consumer Defensive,0.0016762220977115,0.00448
2026-07-24,VCTR,Financial Services,0.0049407666125515,0.00359
2026-07-24,MPWR,Technology,0.0155863795082566,0.0017
2026-07-24,LAUR,Consumer Defensive,0.0016182630005619,0.00357
2026-07-24,GTE,Energy,0.0118758858049635,0.00186
2026-07-24,NHC,Healthcare,0.013346004400742,0.00321
2026-07-24,CVEO,Industrials,0.0066881416619685,0.00259
2026-07-24,QUAD,Industrials,0.0066547368046136,0.00233
2026-07-24,TGT,Consumer Defensive,0.0014905131736144,0.00335
2026-07-24,BWA,Consumer Cyclical,0.0048805059134968,0.0027
2026-07-24,GFS,Technology,0.0153129328299823,0.0015
2026-07-24,SG,Consumer Cyclical,0.0048192001213178,0.00124
2026-07-24,CHA,Consumer Cyclical,0.0047587599304073,0.00163
2026-07-24,MSM,Industrials,0.0064073067144652,0.00438
2026-07-24,RRX,Industrials,0.0063950358278064,0.00216
2026-07-24,CM,Financial Services,0.0045463263336252,0.00506
2026-07-24,BPOP,Financial Services,0.0045047876563784,0.00577
2026-07-24,CBT,Basic Materials,0.003900178371497,0.00306
2026-07-24,ARW,Technology,0.0151459883891179,0.0031
2026-07-24,HLIO,Industrials,0.0063128325971335,0.00248
2026-07-24,PHIN,Consumer Cyclical,0.0045455821087842,0.00303
2026-07-24,BEN,Financial Services,0.0043373815049275,0.00392
2026-07-24,NGL,Energy,0.0113419957242171,0.00234
